,mean_cell_type_factorsfact_0,mean_cell_type_factorsfact_1,mean_cell_type_factorsfact_2,mean_cell_type_factorsfact_3,mean_cell_type_factorsfact_4,mean_cell_type_factorsfact_5,mean_cell_type_factorsfact_6,mean_cell_type_factorsfact_7,mean_cell_type_factorsfact_8,mean_cell_type_factorsfact_9,mean_cell_type_factorsfact_10,mean_cell_type_factorsfact_11,mean_cell_type_factorsfact_12,mean_cell_type_factorsfact_13,mean_cell_type_factorsfact_14,mean_cell_type_factorsfact_15,mean_cell_type_factorsfact_16,mean_cell_type_factorsfact_17,mean_cell_type_factorsfact_18
DC_activated,0.2139797444324713,0.04015692082585974,0.026766277642919254,0.01001068154877055,0.003614932885485769,0.025569061412720598,0.0036538914960605874,0.0,0.004465407725094408,0.0015362001466629831,0.11260133177733812,0.04189981595558318,0.02380145314109553,0.17305752967913424,0.15804884323786458,0.06279713578503263,0.0,0.09804077230790686,0.0
DC_plasmacytoid,0.1580052679214818,0.0508719566204016,0.028842153676611883,0.034998090111112275,0.0182059307776294,0.03448984291059934,0.02947938637273725,0.0,0.03436966202533926,0.009887096209971871,0.07751815482205186,0.061339519552218454,0.025605894123245408,0.09499000076772639,0.114918545354536,0.09311618429357503,0.025072378541908354,0.08900491799832343,0.01928501792053025
Deuterosomal,0.0,0.47944771819967413,0.0,0.0,0.0,0.0006020949936255225,0.0,0.0,0.0,0.07830749635562635,0.0,0.2927236149236429,0.0,0.0,0.0,0.14891907552743117,0.0,0.0,0.0
Dividing_AT2,0.0942496962157138,0.009135873830631351,0.0,0.0017916059092743075,0.0023838276038128203,0.013173011552612022,0.0,0.09753516020428389,0.0,0.08873472892132188,0.11248310225894197,0.09428768899345534,0.0,0.03411388975382181,0.22785756387386386,0.16836906481968372,0.0,0.05588478606258314,0.0
Dividing_Basal,0.0,0.0,0.000324472428523712,0.008461013517363109,0.0005508928014743735,0.0008222676905716515,0.0394757179879381,0.9397934201619702,0.0017598270563253626,0.0022649221453389123,0.0009216749184340972,0.0,0.00343221493014719,2.3899454689076107e-05,0.0,0.0,0.0,0.0,0.0021696769072241883
Endothelia_Lymphatic,0.060762480222972454,0.0,0.1892386355388972,0.05529398893620393,0.04331386530122372,0.05134429438271787,0.005137050911908606,0.00048803530614874405,0.012232341263892655,0.0,0.009190306786747645,0.0,0.4011411959755343,0.005633447991607895,0.022077725563235957,0.0,0.022646042167597583,0.04828222315423803,0.07321836649707363
Endothelia_vascular_Cap_a,0.16181289841519508,0.00013350124044019933,0.0,0.006062862046490816,0.0024391022453098777,0.0,0.0013658860303693455,0.0,0.0015738472508838638,0.0,0.06148755167834713,0.0,0.0,0.014902604926919433,0.19921275581336986,0.0,0.0,0.5502621474068595,0.0007468429458148753
Endothelia_vascular_Cap_g,0.15683267173834667,0.0,0.0013797208024870055,0.0030599383840798785,0.0007501971632417623,0.0,0.001729459812623813,0.00033281633777158955,0.002317372497396663,0.0,0.041091293742452004,0.0,0.0026788689672522744,0.0,0.1600391587103497,0.0,0.002052249984320514,0.6277362518596781,0.0
Endothelia_vascular_arterial_pulmonary,0.09268750683726164,0.0,0.0688235092350445,0.03623569120224885,0.13462111417409894,0.2642629900579421,0.0,0.0005694223923122187,0.006504408874046912,0.00019437404342110352,0.015537677474872563,0.0,0.0,0.007065298393248339,0.03775630980430618,0.0,0.007319554153111042,0.3284221433580856,0.0
Endothelia_vascular_arterial_systemic,0.0,0.0,0.0529796843148409,0.0,0.20580169206397214,0.6652090829552549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07600954066593206,0.0
Endothelia_vascular_venous_pulmonary,0.06937370424418385,0.00035059252640630656,0.23720160587687575,0.061734873765592384,0.06666300856592601,0.04559398377891348,0.01597398061811158,0.0,0.03439340461452234,0.005161785250331111,0.01427003187938578,0.0008732732350700274,0.18957205317082337,0.010035165886963477,0.03792195619234824,0.0,0.0058261521755948505,0.16984578264144073,0.035208645577510786
Endothelia_vascular_venous_systemic,0.0026737583770109086,0.0,0.8058245769757146,0.01591098399038596,0.008524822871712755,0.0,0.009274475079811741,0.0025728801807096587,0.01024126722333019,0.0008335460997321999,0.0,0.0,0.09046684855046801,0.0,0.0028035643570952663,0.0,0.010632415920389963,0.003532355589630785,0.03670850478400753
Erythrocyte,0.24238618709444826,0.014788370249954635,0.013986017941410646,0.016854711955086345,0.06845134081411611,0.0430632398523388,0.0,0.0,0.0,0.0002172530592986154,0.08614339738519364,0.010210272725941738,0.0,0.1575718161990528,0.1996215687697826,0.015272155055020912,0.0,0.13143366889835487,0.0
Fibro_adventitial,0.0,0.0,0.016185842222949016,0.02059840301165838,0.012459697894633543,0.00018027878378386886,0.01852112624313174,0.0,0.026026857568512356,0.004728751312835137,0.0,0.0,0.2185198929708619,0.0,0.0,0.0,0.06872442084727093,0.0,0.6140547291443631
Fibro_alveolar,0.5890953334132623,0.0,0.0,0.0008774847896339191,0.0,0.0,0.0,0.0,0.0,0.0,0.06730187536835941,0.0,0.0,0.003494850227087873,0.18392043277586984,0.0,0.0,0.15531002342578648,0.0
Fibro_immune_recruiting,0.028485683409822042,0.0,0.08522574738379127,0.015979725183215207,0.005797275895740006,0.02106520083830814,0.08983219085339678,0.0,0.09831305439935151,0.005699053369493332,0.004711335058791085,0.0,0.22859536330944863,0.006831238752363018,0.008514413269699388,0.0,0.16471288582519125,0.012474575230549474,0.22376225722083895
Fibro_myofibroblast,0.0,0.0,0.0,0.016733572411229327,0.013120834561550592,0.0,0.005173532979430529,0.001913057093281673,0.017704077801853426,0.0,0.0,0.0,0.7546396663294206,0.0,0.0,0.0,0.0,0.005397190798385407,0.1853180680248486
Fibro_peribronchial,0.08948462180757705,0.011677405131859641,0.12500205676070267,0.1646626175327458,0.027378547574951492,0.0835216771969587,0.0,0.0,0.0013256582133867798,0.0,0.0020763181422536574,0.0,0.19181690581338695,0.007045688170768563,0.015376670633104578,0.18507452124591614,0.0,0.0194510203225396,0.07610629145384847
Fibro_perichondrial,0.04329859250807857,0.0008123623390968065,0.0,0.056716598269441275,0.0,0.36910851882190593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01426745685429547,0.026862279451097076,0.0,0.007981521677983683,0.48095267007810116
ILC,0.15953659401847692,0.02819551604856674,0.03609696984339945,0.04638532871712605,0.031060448671124067,0.029272926932833534,0.037948993692306476,0.0,0.04192780694123194,0.0038558311187413268,0.08438217722374848,0.029326769462147326,0.05465234860657518,0.08390038727514887,0.12292337738566471,0.04688113384879998,0.026019075307935388,0.09729030829967102,0.04034400660650249
Ionocyte_n_Brush,0.004863982945053926,0.15375386678261885,0.0,0.011108036739393326,0.002105029718771137,0.01653303349912808,0.0,0.0,0.004120413098747691,0.12984169935897805,0.005847103858974708,0.3939205576253621,0.0,0.000410663496042884,0.023525135233273712,0.24209608575487132,0.0,0.011874391888784391,0.0
MAIT,0.20737017410871558,0.022306162645775472,0.026687997876402435,0.02290849606487239,0.014469289459759761,0.01954647661808025,0.025710755669019373,0.0,0.026309640720523133,0.00081078474332228,0.11388478220373059,0.02190682132944334,0.04305990519967702,0.10901693111833337,0.15707866458729505,0.03595738205319405,0.014420628446964364,0.1161432254965003,0.022411881658391364
Macro_CHIT1,0.058732394691632606,0.0,0.0,0.0,0.0,0.0,0.00998534679600391,0.0,0.0019058379731444837,0.0011387125036300602,0.04064568896995601,0.0,0.043958619824018504,0.7189005429521051,0.06573241021954082,0.0,0.025645431721015167,0.008893699792570247,0.024461314556383087
Macro_interstitial,0.14821447404804974,0.006150791576189533,0.006498468758806579,0.0,0.0,0.0,0.009106539249843497,0.0,0.004994653967379938,0.0,0.06458446650931954,0.001640468917884657,0.05680086210092056,0.35309033174649224,0.13958194546257313,0.008343661340243865,0.016760932359596192,0.16821086521119244,0.016021538751508024
Macro_AW_CX3CR1,0.09274904463646501,0.01360173917568493,0.012311389511929562,0.0,0.0,0.07279099542291993,0.07649403105650861,0.0,0.04314980765081338,0.04917811819111097,0.036224309019937485,0.057881847486944464,0.06373953213548239,0.12501253196915668,0.07463088455044094,0.07071139808861324,0.1217407060228738,0.07326338343750229,0.016520281643616085
Macro_alveolar_metallothioneins,0.08560475384442696,0.0,0.02694422850821933,0.006959850931657415,0.04172214158198601,0.01078261847241993,0.046107541885840354,0.0,0.014415861154358518,0.0,0.04299457632582651,0.002259783632371774,0.20367197321811992,0.18929354457149258,0.07466242569773948,0.0013982643779665593,0.09148073778281719,0.07513421864260425,0.08656747937215321
Macro_alv,0.03899476561546748,0.0,0.0,0.0020275421788327995,0.0010985182800430503,0.0,0.0,0.0,0.0,0.0,0.03195004125803778,0.0,0.0,0.8104979360975841,0.07031226644857497,0.0,0.0,0.045118930121459705,0.0
Macro_dividing,0.07387160653781802,0.0,0.0,0.00438982720729348,0.004028675971499761,0.0090225904558138,0.005028805812541077,0.003514225238996955,0.0017250896501041868,0.0,0.03589518654225944,0.0008874769759403565,0.011598868689996693,0.6699534507686745,0.10397839536909985,0.0,0.0018554395947406744,0.0742503611852211,0.0
Macro_int,0.13343603004795127,0.0,0.012595984475279922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05399399643147206,0.0,0.19658489918006036,0.25335778860342634,0.08304556175382585,0.0,0.07880671336996987,0.05724323244716983,0.13093579369084452
Macro_CCL,0.1622922195846954,0.005343724860204116,0.010666679733330794,0.00033679359721438043,0.0003870412705969031,0.013216355083173939,0.029216934458299256,0.0,0.017787272691806136,0.0,0.08354614686231245,0.009126903135980437,0.05032705742533442,0.2845774424534351,0.14116177401689528,0.014649714832555187,0.023448031324428194,0.13956722196294208,0.01434868670679599
Mast_cell,0.1934189575096204,0.05562014346115706,0.0791473532286475,0.0495710437590863,0.009903293972980882,0.008562546264015486,0.0,0.0,0.0,0.0,0.08873467774684354,0.0,0.21994006262727564,0.08198376069720151,0.07081123820075629,0.11158028646706805,0.0,0.028179894424320666,0.002546741641026627
Megakaryocyte,0.13596378134245166,0.061420012608020214,0.014280596199808164,0.11014241676509105,0.04290753411931818,0.05948877677132478,0.02617911179651039,0.0,0.08436378593302638,0.05973073035661732,0.004812065880435514,0.08507293594812289,0.0,0.0015274792435078332,0.07505595905658864,0.12813710358416674,0.019346823625218917,0.09157088676979143,0.0
Mesothelia,0.00914934648475436,0.0,0.06691136304722094,0.0,0.0066825970923335065,0.012159851892706294,0.1567090447509313,0.0,0.06944175342143981,0.04823341515794485,0.030988909134188048,0.0,0.27357534231434805,0.01612775130082766,0.0,0.0,0.10169330571599325,0.0,0.20832731968731177
Macrophage_intermediate,0.12707312536407142,0.002777313367800341,0.03219026498833258,0.010658561479049974,0.016138818487398544,0.025677435822654405,0.04824904886841289,0.0,0.04178178437142694,0.0,0.05846999844138153,0.00719525275197414,0.12266344921022786,0.17126992970311164,0.09247997768967674,0.020783412749535195,0.05962964554573278,0.09039759362998476,0.07256438752922821
Monocyte_CD14,0.18861665511379175,0.00035269198691036574,0.0324616836218445,0.00365694927672178,0.0028570146861317184,0.008861908384927047,0.0,0.0,0.0,0.0,0.08468263600885281,0.0004164307384989182,0.14085930247870965,0.15037681219527038,0.13706863135623149,0.0064714489698616,0.005469922077334663,0.18616685729980106,0.05168105580511219
Monocyte_CD16,0.15795202639064876,0.005402412190160087,0.03796648939588134,0.008965702775549641,0.008584726184794531,0.017522533696087573,0.02134518690659989,0.0,0.017831538857386618,0.0,0.07204631386926783,0.008307734850817908,0.1477833687339257,0.1390196792145188,0.11569422105672768,0.02044504037265227,0.031172321558408458,0.13028453932566653,0.05967616462090652
Muscle_airway,0.0025678141253477047,0.0013668497192166845,0.0,0.8322342293719516,0.14560719177762213,0.008720202027178053,0.0,0.0014582875934857963,0.00021796862014692039,0.0,0.0004280248553432524,0.0005244005934070632,0.0,0.0,0.0012422961940035965,0.003472579600773875,0.0,0.0021601555215233197,0.0
Muscle_pericyte_airway,0.013819430529320267,0.0,0.3409133152477794,0.005106878878638682,0.02964395594242507,0.00783459545408271,0.0014314728434260597,0.0,0.024274722334513898,0.0,0.0050450267706729215,0.0,0.3103128056713496,0.00927745898819702,0.0048586011836759336,0.0,0.03772838834003559,0.003194780898776088,0.2065585669171069
Muscle_pericyte_parenchyma,0.2580252142032005,0.0,0.0026597768443266836,0.01424717418567785,0.010493260099876736,0.007225914157612093,0.013817652148949448,0.0005492135254702746,0.01675293012108215,0.0019089437580632016,0.06635769782420477,0.0,0.007288800143292835,0.009509351139142334,0.2039562623037864,0.0,0.009193582971185202,0.37291388797746666,0.005100338596662569
Muscle_perivascular_immune_recruiting,0.022357917037350992,0.0,0.15573082334923888,0.03704263118403849,0.05285574923822906,0.04265437158088589,0.08150593356588194,0.0,0.09584543838409401,0.013369073194713678,0.0063744844139004865,0.0,0.21389735008141572,0.007802063754761161,0.01510422671041863,0.0,0.10335218446404136,0.03697502509156824,0.11513272794946139
Muscle_smooth_pulmonary,0.003651188551497766,0.0,0.0,0.44680325353803835,0.5115391000033664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03445476622780727,0.0,0.0027703153201073974,0.0,0.0,0.000781376359182918,0.0
Muscle_smooth_syst_arterial,0.00011935001793833125,0.0009723345028532267,0.0,0.25994990525855755,0.6836633451145706,0.0,0.012656427427811,0.0,0.028260175925205532,0.001979514899459632,0.0,0.0,0.0,0.0,0.0002797181926280313,0.002167517122165008,0.008285662218236999,0.0,0.0016660493205740232
Myoepithelial,0.007643454489154709,0.0,0.0,0.0426132366149564,0.015016591595361348,0.025533997881635,0.1781751183819479,0.0,0.3899986745242979,0.29905935497644115,0.0010170690661947088,0.0,0.0,0.0,0.004141824350727872,0.017729777720905646,0.00598685605698654,0.013084044341390893,0.0
NAF_endoneurial,0.027415010721737864,0.004903256368131946,0.010193169682933946,0.191297109871071,0.060735161816085126,0.5582380643354402,0.025581977027583674,0.0,0.048368077551711755,0.0,0.004223234033591067,0.0,0.0,0.0,0.010514176448824157,0.014697088169417031,0.0005925771535380415,0.012035001722204761,0.03120609509772943
NAF_perineurial,0.018172982610062456,0.002668950081757031,0.056143586914942666,0.21419439573109467,0.09221981905304114,0.5394021451296608,0.0,0.0,0.0060995825017908165,0.0,0.0010147460794408243,0.0,0.0,0.0,0.011988324306903268,0.009059311392596792,0.0,0.009886606754585959,0.03914954944412363
NK_CD16hi,0.15866393999113051,0.02813550240232344,0.01717833535487052,0.030698466374386772,0.018159890048538872,0.02088712713824145,0.05205147270838045,0.0,0.052769039519566324,0.014204481868415532,0.08400559656937152,0.032453474481000194,0.016228534048774338,0.0849862234306681,0.14906926206109108,0.03814509961591928,0.04259909020477784,0.1429767666815732,0.01678769750097048
NKT,0.19410808927213766,0.006398938254395191,0.03179681587385449,0.0224773522010638,0.016044606216419465,0.01621901612265661,0.03016732219211356,0.0,0.02991952125044411,0.0,0.1059475109834864,0.006577740146667912,0.08489450762726637,0.10699957575083077,0.14939453155533466,0.01580487487826368,0.02634070638588643,0.11964925066348733,0.03725964062569157
NK_CD11d,0.13942521670718902,0.054262938303783474,0.013798731141669577,0.026895816299376242,0.015171484636217735,0.019074273971455984,0.05231346869336817,0.0,0.05760398034211261,0.024318079738584908,0.07152285734631211,0.06515118853023502,0.008285909665145736,0.07284457609200372,0.13277575768361782,0.06338025674462493,0.0436645114860448,0.12636425935414952,0.01314669326410863
NK_CD56bright,0.1445701034031458,0.08189660366396255,0.013518803743509831,0.022121500052346407,0.013179669752491874,0.019381456396266105,0.027938936867404496,0.0,0.035513906614674726,0.02563197705083285,0.07650578704965513,0.09093727603104558,0.0047093370492209885,0.0743120675092531,0.1288431449990284,0.09960947690639077,0.018919666151146455,0.11340115464417606,0.009009132115448943
Neuroendocrine,0.04492619736407612,0.02984517369531475,0.013005146132488118,0.12027980188349462,0.03047552899588492,0.16258186385608134,0.08476199967519699,0.0,0.1664106444764448,0.09538716219404383,0.03269689114788373,0.0387510225812887,0.0,0.011265680555205507,0.02024690978753985,0.10093234905560475,0.03662456868786083,0.011809059911591379,0.0
SMG_Basal,0.020201620004802943,0.0,0.02151404501944879,0.08722205482536906,0.02306405833585466,0.07316824264620962,0.4649855046685657,0.0,0.0,0.0,0.0029388971406721026,0.0,0.0,0.0,0.0,0.3069055773590772,0.0,0.0,0.0
SMG_Duct,0.0,0.0,0.0,0.002926399168396246,0.002738340457376612,0.0,0.7461392610432676,0.0,0.17626737369100556,0.003632979434415685,0.0,0.0,0.0,0.0,0.0,0.0,0.06552052676349701,0.0,0.0027751194420414355
SMG_Mucous,0.0,0.014282850340374699,0.0,0.0,0.0,0.0,0.036747263531524355,0.002174955804772323,0.03938594528914925,0.8252463944800777,0.0,0.051220594050181055,0.0,0.0,0.0016960051257183873,0.0,0.027543900624178344,0.0010354275247244514,0.0006666632292994234
SMG_Serous,0.0,0.0,0.0,0.0,0.0,0.0,0.028176949512831055,0.0009383231187052944,0.9551651736592695,0.0019100174530420286,0.0,0.0,0.0011766586319986669,0.0,0.00039829342999805943,0.0,0.010803394643768784,0.0,0.0014311895503865304
Schwann_Myelinating,0.0,0.0,0.0,0.06518900672654611,0.0011515716951931644,0.47501621209845046,0.06570984148386723,0.0,0.19474249814759922,0.11599316210015437,0.0,0.0,0.0,0.0,0.0034151104721472465,0.0,0.06716891636912153,0.011613680906920656,0.0
Schwann_nonmyelinating,0.0,0.0,0.0,0.05797712842169051,0.0,0.875495927930793,0.008249547804332194,0.0,0.012050156344467764,0.0,0.0,0.0,0.04271420686579043,0.0,0.0035130326329261036,0.0,0.0,0.0,0.0
Secretory_Club,0.007478205058702293,0.33788417363149587,0.0,0.08659496629569155,0.02567137059690738,0.046773700929469655,0.04351478621332318,0.0,0.02845177401285753,0.15895524451006815,0.07990466181441759,0.031380388046903504,0.0,0.019206774496180336,0.052954700042392305,0.0812292543515907,0.0,0.0,0.0
Secretory_Goblet,0.0,0.052229957289608775,0.0008789302388962943,0.0010030226768895803,0.0,0.0,0.010821478755018092,0.0050022874854989095,0.0,0.0007761346044613557,0.0,0.9266036327307949,0.00018196681015511968,0.0,0.0,0.0,0.00035432412555949503,0.0,0.0021482652831174313
Suprabasal,0.0,0.021537980341595105,0.0,0.0,0.0,0.0,0.0,0.16892928893893244,0.0,0.0,0.0,0.1792557713833513,0.0,0.0,0.0,0.630276959336121,0.0,0.0,0.0
T_reg,0.18272388626355607,0.037726505228971106,0.024946315838767722,0.03959070659725864,0.024092250241981215,0.02422929141407472,0.022361346530014963,0.0,0.02563273645099822,0.005180782513002912,0.09514262726532245,0.04259220275827305,0.029990514853417756,0.09132081212948356,0.1443965929522193,0.054242658105622815,0.01126812696983309,0.12074228659170133,0.023820357295500996
gdT,0.17224857120199208,0.02029772672678288,0.03148908550420775,0.04571279032058706,0.029195913078678578,0.026018482088979188,0.0401674263217895,0.0,0.04254930708960877,0.003216381222633417,0.0918747037065817,0.021089550041104882,0.04611267529436509,0.08917527228179838,0.13471711321440233,0.03418799407153543,0.02895809516941283,0.10945085403070996,0.03353805863483014
