,mean_cell_type_factorsfact_0,mean_cell_type_factorsfact_1,mean_cell_type_factorsfact_2,mean_cell_type_factorsfact_3,mean_cell_type_factorsfact_4,mean_cell_type_factorsfact_5,mean_cell_type_factorsfact_6,mean_cell_type_factorsfact_7,mean_cell_type_factorsfact_8,mean_cell_type_factorsfact_9,mean_cell_type_factorsfact_10,mean_cell_type_factorsfact_11,mean_cell_type_factorsfact_12
Dividing_AT2,0.00880869782049437,0.1976008349541554,0.0,0.009486157355057381,0.022705911996879866,0.023667974654580363,0.0,0.0454606984825604,0.4447264679570005,0.21741959134023867,0.0039640574745005985,0.015576034439474615,0.010583573525057859
Dividing_Basal,0.007743685761432447,0.9198758484640355,0.0,0.029586121169125693,0.0025718074837834553,0.0051158271861865175,0.0,0.0025388122072487907,0.024700911719103675,0.0,0.006152162846611854,0.0003610425133815506,0.001353780649090481
Endothelia_Lymphatic,0.07433502019198322,0.022462642802319667,0.3367551470187029,0.0040552694489274605,0.0,0.03464583325908475,0.37406546582012895,0.05413248909162716,0.0,0.0,0.004664613744359863,0.03570167543304983,0.059181843189816244
Endothelia_vascular_Cap_a,0.09361618395913422,0.0,0.16412351729796593,0.028705266571265656,0.013948218206930861,0.006181399336618109,0.0,0.3557383670989278,0.02819172924593776,0.0,0.04529658020414607,0.22241113708836624,0.04178760099070737
Endothelia_vascular_Cap_g,0.06190788910140956,0.0,0.18763623332456866,0.03357425762219635,0.01023391823606979,0.02114007553682113,0.0,0.3596755216345764,0.02545459839725065,0.0,0.054821437483398454,0.21906731250521666,0.026488756158492454
Endothelia_vascular_arterial_pulmonary,0.07268182247887393,0.0,0.06328959021622652,0.006189264206319357,0.0007748748752830247,0.006154550018424479,0.008451624043334093,0.05290961873162669,0.002630331299449832,0.0,0.015539428783108926,0.6664823093024161,0.10489658604493697
Endothelia_vascular_arterial_systemic,0.03192708130743485,0.0005396984517486892,0.0,0.0,0.0,0.0,0.004216056927850736,0.0,0.0,0.0,0.0,0.9381459822968907,0.02517118101607493
Endothelia_vascular_venous_pulmonary,0.09297172200569111,0.0022126391492117447,0.39632125512836,0.024141467756686477,0.00331983531432864,0.01457949283615965,0.17400094399320162,0.05306122332784033,0.005142083868634712,0.0,0.04826708532024275,0.09519946346346252,0.09078278783618049
Endothelia_vascular_venous_systemic,0.02583977602314642,0.0,0.8940104279048049,0.018665690852794292,0.0008130754952621574,0.014596141597448323,0.0,0.00485483102832047,0.0005584068716728657,0.0,0.02119552110424211,0.004846063454244666,0.014620065668063892
Erythrocyte,0.08163496235959199,0.0,0.062158213327979855,0.005809086316645702,0.06369476511815665,0.006216463888302115,0.006195609954384017,0.10414710548709002,0.05501271637360244,0.03878424333413299,0.0030857858966127747,0.31114056069354684,0.26212048724995446
Fibro_adventitial,0.04068887033998679,0.0,0.0,0.05548464951603577,0.0009200833670488069,0.0967300365809272,0.6860819621856115,0.027557729172448232,0.000838649479038833,0.0,0.0645977560384744,0.0076979009130597265,0.01940236240736877
Fibro_alveolar,0.027873583824987537,0.030966160322439047,0.18368712102824972,0.006654019339870824,0.007484935726968776,0.0,0.013540787120515551,0.49747841411808374,0.027305570268180944,0.0,0.0,0.20500940825070402,0.0
Fibro_immune_recruiting,0.025051968901691764,0.0,0.1097543594039966,0.11481605046790842,0.0,0.2098252959413937,0.35410582309790917,0.03670732099127095,0.0,0.0,0.13313603252358105,0.00803234720854161,0.008570801463706685
Fibro_myofibroblast,0.005056338544870512,0.037633660763273916,0.1308179514015436,0.0,0.0,0.0,0.8202794383340899,0.0,0.0,0.0,0.0,0.0,0.006212610956222045
Fibro_peribronchial,0.23558768122232032,0.17287622593212013,0.058822555581613395,0.0,0.01688666630480453,0.0,0.2457316844385801,0.13642314788733684,0.02413416623278077,0.021372961792532376,0.002664461391757328,0.04204628334106402,0.04345416587508998
Fibro_perichondrial,0.0832642860218974,0.0,0.0,0.0,0.004819812209948819,0.0,0.3846449697116036,0.3756254723018837,0.02474859320779052,0.0,0.0,0.11970960101944435,0.007187265527431735
ILC,0.10669187625590694,0.0,0.10003002486625229,0.09107125924714524,0.07587456791991769,0.0663129958917062,0.11942757977210992,0.09164552265216151,0.10731031532780366,0.036422010181663106,0.0961626800674931,0.038842634286276705,0.07020853353156352
Ionocyte_n_Brush,0.007162159537799614,0.0,0.0,0.010285416543071066,0.2535390207598267,0.0032343742552349837,0.0,0.008708257001823467,0.30487539578029327,0.3787439977629879,0.024181028843382527,0.00767220916724937,0.0015981403483309536
MAIT,0.08057643755195443,0.0,0.11527315676659841,0.09116364326478428,0.08812914375051821,0.054877928146753595,0.12148540968349957,0.10986123811856306,0.1203928253711498,0.038168241879332,0.08772688461479645,0.04287425741383658,0.04947083343821352
Macro_CHIT1,0.0,0.0027801819285183773,0.09962581724899298,0.1188988241899292,0.0,0.2655858758719151,0.4065621790280958,0.07943120927992992,0.0,0.0,0.016847670390464163,0.010268242062154577,0.0
Macro_interstitial,0.0,0.01613252455894503,0.11134744283317788,0.09724868353586906,0.02499865716023141,0.15319117738730254,0.32495089127928034,0.11941204228851864,0.0455512752281872,0.02871659448530151,0.04288521948412218,0.035565491759064455,0.0
Macro_AW_CX3CR1,0.0,0.028086619625326,0.031089708434565842,0.14475967119990207,0.016058235458485386,0.2441364689103223,0.07392254643546753,0.17155296176474236,0.0767414547813109,0.13327263062004507,0.08037970276983245,0.0,0.0
Macro_alveolar_metallothioneins,0.015445507270309588,0.012243423105938667,0.11383418131357707,0.10686769794662537,0.0,0.2161107935555513,0.3597011463949198,0.046791167905232946,0.00022793796802663625,0.002819998723972618,0.02654945334705183,0.001102070860138411,0.09830662160865566
Macro_alv,0.033181356790647355,0.020332233135046358,0.14532167677298802,0.08583717984975067,0.00620056226270356,0.09135582752688101,0.15695966102864234,0.28104103856202217,0.0163442855213794,0.0,0.019545185584327215,0.08240708737199244,0.061473905593619455
Macro_dividing,0.0456158000501296,0.04727450750660876,0.10212018710931713,0.07831839149168154,0.007677430357633185,0.08690458899871271,0.18123146452471933,0.28467314837537994,0.025184430043559275,0.00852511323746962,0.017586543536789158,0.047268508688840576,0.06761988607915913
Macro_int,0.0,0.0,0.08326329326206278,0.0,0.0,0.28549375370991487,0.6005367216597145,0.030706231368308,0.0,0.0,0.0,0.0,0.0
Macro_CCL,0.012614941376502788,0.015677040903341398,0.10754392871177239,0.15953033112901757,0.03554728002845208,0.14514528376709585,0.1735320510533656,0.12660273886512313,0.06483420469941403,0.029459381131466605,0.088630388656906,0.028546003057558503,0.012336426619983906
Mast_cell,0.13348632752932763,0.019887537884582022,0.15151462293113702,0.0,0.09384905956803063,0.0,0.3155348917468603,0.04376675681039825,0.1411284193123296,0.057940040742323076,0.0,0.013443318482790515,0.029449024992220945
Megakaryocyte,0.15752693925027572,0.0,0.020651797559609556,0.049846716674950615,0.1332088122055912,0.05169472394729062,0.0,0.09245077844432768,0.20057867170661545,0.062454698390601575,0.12056619724318496,0.05357095307450377,0.05744971150304888
Mesothelia,0.0,0.015826231356457204,0.0833058178588279,0.2378861984649267,0.0,0.1830684773022419,0.34539674807702975,0.0214513125162162,0.0,0.0,0.09410651799686451,0.0,0.01895869642743579
Macrophage_intermediate,0.029802252380766753,0.010258639673626882,0.11455469364534052,0.12591086601632642,0.012237792987111683,0.1573502481571295,0.24748070550113818,0.09035684205221299,0.04806411331053141,0.00419481002370139,0.10021127577512356,0.014668729946731225,0.044909030530259526
Monocyte_CD14,0.024783809772566494,0.018783258883043278,0.21399190975910776,0.0,0.009657689324892034,0.04714981744824192,0.4951848664706147,0.10316425215321404,0.02550006795499599,0.0,0.0021562397170177914,0.03829051022531675,0.021337578290989177
Monocyte_CD16,0.03012491253026949,0.02523307186573749,0.15949786156156215,0.07102204802122765,0.02329388310702911,0.10107178700553225,0.3426049902631981,0.08383746399729798,0.0459122399666635,0.013287252232417347,0.04827374897525947,0.027040643947306032,0.028800096526499477
Muscle_airway,0.8440927294967726,0.0,0.0,0.0,0.0024148962651692786,0.0,0.0,0.0,0.003927453571450559,0.0,0.0008549618444566233,0.011188862698690598,0.1375210961234602
Muscle_pericyte_airway,0.012832167914027746,0.0,0.43587967182856274,0.01717032628885115,0.0,0.0540469318962457,0.383114589169853,0.015253901612110916,0.0,0.0,0.03750770138411614,0.0,0.04419470990623245
Muscle_pericyte_parenchyma,0.111681733672494,0.007822739987949775,0.1135897535579378,0.09630945690206642,0.004395368928637578,0.07790667764018452,0.04342728602200764,0.2204093798511427,0.018126433824776522,0.0,0.11733456415848433,0.11523028345466815,0.07376632199965051
Muscle_perivascular_immune_recruiting,0.046053973441090905,0.00569252212157289,0.21146857572828953,0.09897109898840441,0.0,0.13675190514002933,0.23715026624505653,0.04593044737366548,0.0,0.0,0.11709705602450055,0.0395658575271929,0.06131829741019729
Muscle_smooth_pulmonary,0.4421365889420725,0.0,0.0074563455459444785,0.0,0.0,0.0,0.017037600207966876,0.00738327259597159,0.0,0.0,0.0,0.0,0.5259861927080448
Muscle_smooth_syst_arterial,0.23623202834927876,0.0,0.0,0.011946834529938187,0.0019904664555332,0.009527836810242352,0.0,0.0,0.002173214272503122,0.0,0.027864328389115314,0.04416842262880064,0.6660968685645885
Myoepithelial,0.04290884550477186,0.0,0.0,0.24955843118148877,0.009031782479119406,0.13308414123710913,0.0,0.03219425990908063,0.052517210158303525,0.024644314155079113,0.42829029496713633,0.012015085538584627,0.015755634869326695
NAF_endoneurial,0.17519363772180474,0.0,0.018831512688203034,0.022669549069499736,0.006293148420293946,0.007440686232673844,0.0,0.6065903127835246,0.01191311781024843,0.0,0.04272649440265244,0.028180053719553625,0.0801614871515456
NAF_perineurial,0.19900317423868366,0.0,0.06215330969547345,0.0,0.0038841696038194326,0.0,0.0006963716635603812,0.5590128776563156,0.006845762207279811,0.0,0.004832769983446549,0.05724165888077581,0.10632990607064549
NK_CD16hi,0.0816309117125803,0.0,0.06293366505087998,0.13712218768987405,0.08640574567781975,0.12404241780170125,0.047580681561051386,0.08456774094794159,0.10240648620413426,0.05115695136931126,0.13734689493608487,0.0382985593419837,0.04650775770663764
NKT,0.07550089126874655,0.005356891081232708,0.14005980252194752,0.101661006846842,0.030814692525502212,0.09306638735317126,0.22286708184916273,0.0941518214562362,0.05254977778785208,0.0005821127736209157,0.09426241482457748,0.03641095565920332,0.052716164051905004
NK_CD11d,0.060950561192837406,0.0,0.04580462787882282,0.1200738042588325,0.13559496963225728,0.11261201618504128,0.025308184835444777,0.06577924431694411,0.1422457600514587,0.10212314431735763,0.12836010853295385,0.027846998886247094,0.033300579911802464
NK_CD56bright,0.050312626536377414,0.0,0.04413531106936545,0.06912037767420014,0.1961850098446384,0.0560047253279085,0.016290935457088172,0.06563460262030596,0.2112392736187601,0.15516429301650386,0.0802435101327951,0.026411854556763974,0.029257480145293006
Neuroendocrine,0.16051564956697464,0.0,0.0027999366875111164,0.12326477561405662,0.032772061029002104,0.09258923710797366,0.0,0.11007135147302895,0.09188383524110562,0.0906612840587254,0.21357124034062555,0.035202647882253746,0.04666798099874249
SMG_Basal,0.08753151727083308,0.0,0.0,0.4805057596843535,0.0,0.0,0.0,0.08823779145056063,0.290850626916968,0.0,0.0,0.03135499836306592,0.021519306314218868
SMG_Duct,0.0054358452540374845,0.0,2.2783439103671804e-05,0.7147009344602278,0.0,0.10012170324665855,0.002592922775933523,0.0,0.0,0.0,0.17459475186577658,0.0,0.002531058958262484
SMG_Mucous,0.0,0.0,0.0,0.21226615595106832,0.02497445080053461,0.4279197544205056,0.0,0.0,0.0286973660316342,0.27037601139994016,0.03576626139631711,0.0,0.0
SMG_Serous,0.0,0.0013708936131427009,0.0004400357410103079,0.02847755876152637,0.0,0.0077104808066344385,0.0,0.0,0.0,0.001106757542543789,0.9608942735351423,0.0,0.0
Schwann_Myelinating,0.05117731004591761,0.0,0.0,0.07553000156490192,0.003788304563072734,0.11298401870037234,0.0,0.5302265133240945,0.0030387787806388004,0.006058294458793588,0.18698315677270055,0.01073240245941262,0.019481219330095344
Schwann_nonmyelinating,0.0401798777844619,0.002473275019963609,0.0,0.0,0.0,0.006017720817393106,0.009873295518281136,0.9167359228932327,0.0,0.0,0.0,0.0,0.02471990796666767
Secretory_Club,0.16294325704400833,0.0,0.012193145391721592,0.11414829346571506,0.13956293344358106,0.0,0.0,0.08026253885362569,0.22647222373669187,0.10043211028286687,0.10392791974105639,0.01905257392867272,0.04100500411206053
Secretory_Goblet,0.00373603365219882,0.03739562464625604,0.0,0.0,0.09058555980996272,0.0,0.0,0.0,0.0,0.8682827818915824,0.0,0.0,0.0
Suprabasal,0.0,0.11061451174090077,0.0,0.0,0.037142612047514706,0.0,0.0,0.0,0.7032084719188727,0.1490344042927119,0.0,0.0,0.0
T_reg,0.10966106276169571,0.0,0.0875489620514634,0.06603586023213676,0.11907064738423376,0.03711142001428619,0.0825969984603964,0.0991019974238408,0.14769165286128602,0.0727787858341273,0.07083310270065073,0.042239329514232614,0.06533018076165048
gdT,0.11572361702040558,0.0,0.09767389154539291,0.10369238649245341,0.062051142947321926,0.07914549944872824,0.1121765895552267,0.09466872103140907,0.08823296075411284,0.02453004557956701,0.10745927615774716,0.04259013598410287,0.07205573348353198
