,mean_cell_type_factorsfact_0,mean_cell_type_factorsfact_1,mean_cell_type_factorsfact_2,mean_cell_type_factorsfact_3,mean_cell_type_factorsfact_4,mean_cell_type_factorsfact_5,mean_cell_type_factorsfact_6,mean_cell_type_factorsfact_7,mean_cell_type_factorsfact_8,mean_cell_type_factorsfact_9,mean_cell_type_factorsfact_10,mean_cell_type_factorsfact_11,mean_cell_type_factorsfact_12,mean_cell_type_factorsfact_13,mean_cell_type_factorsfact_14,mean_cell_type_factorsfact_15,mean_cell_type_factorsfact_16,mean_cell_type_factorsfact_17,mean_cell_type_factorsfact_18
CD4_naive_CM,0.0870952551882594,0.01752117792007307,0.008103676783678938,0.0,0.4113686899890412,0.0,0.005285644926024599,0.0,0.0,0.016266912944115523,0.1618353739473338,0.0,0.017569072058558798,0.003137886332200328,0.02345753412458964,0.0,0.10648421422257073,0.141874561563554,0.0
CD8_EM,0.15271253835908355,0.05112088089784034,0.08050249195546698,0.06157545106006567,0.0604144573215024,0.058003935618581505,0.09522932325915412,0.0494828974863706,0.003527554092550206,0.07587269880994278,0.0086295405951245,0.0,0.061419731103638076,0.01631354006703917,0.03794646705304207,0.0,0.07115802840445441,0.056171351185782384,0.05991911273036111
CD8_EM_EMRA,0.24275582943733442,0.03329978642028738,0.021880091272780663,0.00639857578390012,0.13200229203792652,0.05463709861156027,0.021633320066422962,0.05151778283690016,0.0,0.04596305770077864,0.09036492535994801,0.0,0.02816701231795927,0.009062105731664735,0.03435972160833656,0.0017818499505220051,0.09596872518745979,0.0697905373269938,0.060417288349224836
CD8_TRM_EM,0.1883222699312342,0.03582250773717129,0.10003329129176956,0.08492624833317533,0.03219138913580193,0.05481890717801081,0.11899878797380316,0.04582189332825893,0.01163170170483815,0.057238491009593086,0.0,0.0019055737736418817,0.07015899955620572,0.013244584078832083,0.0349455979794878,0.0,0.0492503006543868,0.0447266996937408,0.05596275664004854
CD8_TRM,0.15003071136046367,0.03464273654518708,0.1353746151504922,0.14040237889431847,0.0,0.030804439333990942,0.18193638612543833,0.016984167001258817,0.03261181089927508,0.057148530848003636,0.0,0.005667916482809395,0.1105322484580732,0.012895996584976175,0.02916284908342737,0.0,0.016820857563341833,0.026519893697963162,0.018464461970980388
Chondrocyte,0.11010761824395761,0.015456273849497453,0.0,0.0,0.0,0.09544639370838391,0.01640066799992931,0.0,0.0,0.05095616200743311,0.0,0.5174256419589942,0.03164211985079078,0.0027337122361140607,0.056885606681324904,0.0,0.07467847207363622,0.0,0.028267331389938453
Ciliated,0.0008877377306491682,2.67437769102075e-05,0.0003958083868620533,0.08658655641117809,0.0,4.901740190250105e-05,0.8626578171440873,0.002721420824376536,0.0,0.0028397189690842323,0.0,0.0,0.0,0.0002041914129380351,0.0003900824154293876,0.03086205741220645,0.003837127965256091,0.0008926648570131921,0.007649055292106809
DC_1,0.10378778723109093,0.0,0.06696958939245506,0.07397469408948228,0.10870228238324199,0.03154546382752417,0.04181943294119862,0.00840649998558278,0.0,0.0,0.15457224410969356,0.0,0.019314847701398755,0.0,0.13371358826267266,0.02767555543418473,0.04847939696914055,0.08153424756177573,0.09950437011055834
DC_2,0.15610130225036153,0.0,0.08024346247752817,0.22092521704929025,0.04390866584005474,0.018882921119246696,0.08140688981858596,0.015613689006983117,0.0,0.0,0.10314537072771734,0.0,0.08484973656555865,0.0,0.04581759680822243,0.03150939196403202,0.032813814033699706,0.035383566574105775,0.049398375764613665
DC_activated,0.23726109278599417,0.018949525341352857,0.1581428014409463,0.11942726849397677,0.02928969892170522,0.013227930108824396,0.11720393180520361,0.0,0.0,0.03249699978670523,0.02566047478278801,0.001192146644345687,0.0681573591058303,0.004139497088822792,0.06857694552203462,0.0,0.026965259255280892,0.06600822901898197,0.013300839897207213
DC_plasmacytoid,0.12414626130356063,0.03558463198887173,0.11088149782621672,0.09136822274397371,0.02889818748994501,0.057618724809662,0.10191149653172382,0.05999748027114749,0.011983246525813297,0.06283374338929808,0.0,0.003183643450241407,0.09579872866779332,0.015548205468603362,0.05191132371856007,0.0,0.047611766459924015,0.0470347607412746,0.053688078613390845
Deuterosomal,0.0,0.0,0.2079799435687473,0.13276473345414322,0.0,0.0,0.6061656692397035,0.0,0.05308965373740608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dividing_AT2,0.060434298858891004,0.006602221832495929,0.09441193143927763,0.15567224771588342,0.0,0.0,0.02357685794670486,0.0,0.12682764729975032,0.002889477947744469,0.0,0.0,0.35163375936713254,0.005494009162629635,0.014421643504668447,0.15803590492482184,0.0,0.0,0.0
Dividing_Basal,0.000371112089267881,0.0012715446856841105,0.034479112759158166,0.009211041792255356,0.0019390083358045204,0.005572403014371435,0.000797233094130375,0.0032937587267911975,0.0,0.006195137407481586,0.004511531026625343,0.0,0.011372564244883282,0.0,0.0006574106260097195,0.8961339464770867,0.002541646053651185,0.0007364335980895257,0.020916116068709523
Endothelia_Lymphatic,0.02843070295430792,0.04813701016306664,0.0,0.0,0.38595241412167774,0.009804562255823854,0.0,0.027443848049057053,0.0,0.06079563528079384,0.10097487576751961,0.0,0.0009928855742337526,0.03003832757528128,0.046958307624949805,0.003428020299175949,0.047236571613487134,0.19939127273729265,0.01041556598333277
Endothelia_vascular_Cap_a,0.8359644748731823,0.027947084492526197,0.0,0.0,0.0,0.01860908377867115,0.0023439854808945688,0.010213671527303786,0.004015683186864591,0.0391935690905773,0.0,0.0,0.0,0.029959777845922218,0.005294024293962495,0.0,0.0,0.019129043590782727,0.007329601839312869
Endothelia_vascular_Cap_g,0.8631913103558918,0.0194167489151514,0.0,0.0,0.0,0.02147205344336018,0.0,0.01719924664952566,0.0063325322493049405,0.020706876922665745,0.0,0.0,0.0,0.02008929329963779,0.0,0.0,0.0,0.023180237685361895,0.008411700479100701
Endothelia_vascular_arterial_pulmonary,0.15682681249370617,0.09469119092395409,0.0,0.0,0.0090809148359107,0.012287628604371445,4.0873261585104685e-05,0.00798262545595416,0.0,0.06439207643093904,0.0,0.0005216740911837014,0.0012577915200118338,0.5703206889498755,0.020975860725588526,0.0,0.01282040964620394,0.04556674260065911,0.003234710460056723
Endothelia_vascular_arterial_systemic,0.0031319119728169483,0.024435199718120304,0.0,0.00012147728173609743,0.009068281592556772,0.001606057496759194,0.0,5.122673918274284e-05,0.0,0.03614077839402192,0.0,0.0,0.0,0.9208726442532469,0.0,0.0015325753923365625,0.0,0.002902134589961881,0.00013771256926056513
Endothelia_vascular_venous_pulmonary,0.09800381858799026,0.0771153154435434,0.0,0.0,0.2434707889885315,0.04046842743112591,0.00240430289703314,0.02783536220752449,0.004531971196777225,0.07596359025093637,0.0,0.0,0.0044348530928765735,0.07177654751925118,0.02971290447195919,0.0,0.014386643753722903,0.2855829184580677,0.024312555700660033
Endothelia_vascular_venous_systemic,0.0018644087740208452,0.01044242745668892,0.0,0.0,0.08838234783580196,0.009065451060101924,0.00022023572304923593,0.01955779340858999,0.0003552714922765421,0.015574926407122148,0.0,0.0,4.871842745182429e-05,0.0031746182201301022,0.0,0.002157002640893216,0.028304158638540203,0.8114666493800563,0.009385990535276903
Erythrocyte,0.24837497654723967,0.21512229738787944,0.03066215579206058,0.03503785333915756,0.0,0.0009998163089415945,0.05055702210928287,0.0,0.0004076391197882425,0.0638391660285916,0.03500560588821102,0.0021962525656753357,0.020616075821981692,0.22546387313818325,0.033808716255525596,0.0,0.011457650665855764,0.026450899031625612,0.0
Fibro_adventitial,0.0,0.011698641863141315,0.0,0.0,0.2624531925100955,0.023575350627263906,0.0,0.07019545723668198,0.004269024908470572,0.020127776970745265,0.011978609465928661,0.0066588974184082425,0.0,0.0024179162131320133,0.0021582395318771198,0.0,0.5595930356727717,0.008200046039353155,0.01667381154213067
Fibro_alveolar,0.9810932997665018,0.0,0.0,0.0,0.015103857912976304,0.0,0.0,0.0,0.0,0.0030133918950636784,0.0,0.0,0.0,0.0,0.0,0.0007894504254581649,0.0,0.0,0.0
Fibro_immune_recruiting,0.019703970533384924,0.006979100265150742,0.0,0.0,0.225805350549263,0.09675467514218836,0.0,0.16882299930201802,0.006443863370407701,0.016624410947224392,0.08275295459222994,0.0,0.0,0.0057363231916846445,0.02326340005962247,0.0,0.1932397485088765,0.06460761798401923,0.0892655855539299
Fibro_myofibroblast,0.0,0.009281907328228438,0.0,0.0,0.7874372259901592,0.011458888359122808,0.0,0.03610383684272753,0.004702949961074668,0.01205424408183099,0.0,0.01122931124526188,0.0,2.0230968644607274e-05,0.0034783576831892466,0.0,0.10311194487401391,0.0,0.021121102665746773
Fibro_peribronchial,0.08632411784347281,0.033977440059560486,0.0,0.019909945817173882,0.1901217232123037,0.007616047297036612,0.010412860371169097,0.002945651731931517,0.0,0.1664353394255534,0.0,0.17051303907482054,0.0323158616474343,0.016950099916085877,0.06365173178534123,0.11659539266717787,0.05525784597789353,0.026972903173045265,0.0
Fibro_perichondrial,0.004121375126753945,0.009646364560489637,0.0016197913007506572,0.0,0.021875245378933005,0.003141244274676953,0.0003284230154447354,0.0012119639373628717,0.0,0.01670640579025414,0.0,0.9059292962275255,0.002223167486096724,0.0034579312252953887,0.005836652774088854,0.0018757312972320758,0.014347954268781599,0.006482267655194604,0.0011961856811192311
ILC,0.13474935341409458,0.05947714226395058,0.055691292315687195,0.035942809358636384,0.07768010636516542,0.07190042450659546,0.062294263060041176,0.06480930943530337,0.002096668735281296,0.08429524530462743,0.012479009643720809,0.0,0.05752788387666297,0.01908104980128862,0.04380449535295408,0.0,0.08097709582998286,0.06538660861516887,0.07180724212083887
Ionocyte_n_Brush,0.0014771793310040407,0.0012656336035087817,0.12595685272621165,0.30795944310920115,0.0,0.0027491244213227574,0.22419314957231612,0.0,0.10265072554070867,0.005043154153670663,0.0,0.0,0.21663189727845283,0.006052656209943925,0.006020184053659308,0.0,0.0,0.0,0.0
MAIT,0.2083635340106017,0.04047178290930515,0.06337645256898773,0.03631881917547879,0.07115905352379993,0.061932266190066976,0.06756664654802924,0.04843690534948475,0.0,0.058594864240155864,0.0283183797677065,0.0007434885701644982,0.05380640234469351,0.013523197778332354,0.03853137425397925,0.0,0.07744345290205715,0.06522802579159385,0.06618535407556297
Macro_CHIT1,0.18755712694344984,0.002782274483179909,0.0,0.0,0.10106745438829857,0.026161325476137254,0.0,0.03302169895576755,0.0066974673028698285,0.0,0.45624722852160393,0.0,0.0,0.0,0.013708358092251105,0.0,0.12449027041350856,0.0005131077686077614,0.047753687654325784
Macro_interstitial,0.26391520950226316,0.0006641397280935048,0.01817324162776456,0.022920400102018876,0.07041814643606453,0.029698025688293807,0.01420271002357526,0.023169527910276287,0.0,0.0,0.30536148392510226,0.0,0.011744706483172046,0.0,0.018444594492526226,0.0017554344362460854,0.15465942019444828,0.024432602490785806,0.04044035695936937
Macro_AW_CX3CR1,0.05279134350046844,0.0,0.0,0.10449923149800858,0.04321879409422425,0.06129020089902757,0.015398813707372498,0.1670355624983891,0.06839928242843754,0.0,0.10853720480984594,0.0036742277644561784,0.08863704371013735,0.0,0.12517558145737215,0.0207069828419636,0.024792982432443187,0.008772211610582396,0.10707053674727102
Macro_alveolar_metallothioneins,0.05104230246182149,0.07054378571148562,0.0004886705984825138,0.004853618443574819,0.1453057773823626,0.025869583675173603,0.0,0.06853677691868482,0.0,0.012875787479928995,0.3637069877361485,0.0,0.0014819269191050414,0.0,0.026366517021269836,0.0,0.13280190711880907,0.03584689087775447,0.06027946765539859
Macro_alv,0.5574533832642948,0.03907513474382723,0.0,0.005479259579113474,0.04741314738236062,0.012559460601347366,0.0,0.01893661383876487,0.0,0.014316202657407368,0.15133549550428965,0.0,0.0,0.0,0.039082037244867356,0.00433503805834755,0.05685414616322696,0.016366086734022886,0.03679399422812992
Macro_dividing,0.3598823145517245,0.04796120776885485,0.002172736193729294,0.013504156830939269,0.07786674345877369,0.01531764471181859,0.002427198558056744,0.019482285311908223,0.0,0.02832836511020043,0.17462338103288816,0.0,0.009491975243749286,0.0,0.10738213649900184,0.023876162864936656,0.06089185479943145,0.015358916982140203,0.041432920081846666
Macro_int,0.06614135001544508,0.0,0.0,0.0,0.07903793566867715,0.0,0.0,0.0,0.0,0.0,0.6357873650055152,0.0,0.0,0.0,0.013711504273737216,0.0,0.20532184503662526,0.0,0.0
Macro_CCL,0.2279551249417592,0.011530954184770804,0.029867370548761114,0.029313853045757392,0.06932432206230942,0.05967132837829868,0.02393557574228721,0.08313920198526392,0.0,0.006383010521699572,0.14548029570355833,0.0,0.024778902321215403,0.0,0.04131783261247354,0.005216707822525901,0.0912834864056902,0.04332681471991102,0.10747521900371822
Mast_cell,0.12321378161141258,0.025957509675823207,0.08784923668501508,0.046361244745664,0.30946819757221533,0.0,0.07212648343613483,0.0,0.0,0.10275700700497725,0.06767030788288574,0.0,0.05250261383759223,0.0014300749348897463,0.017723805994181253,0.0,0.03572128652778581,0.057218450091422964,0.0
Megakaryocyte,0.10087685237244975,0.04916312733788382,0.0641242436443667,0.05314073116840412,0.0,0.09365833497916015,0.11089960239406095,0.04320270467329511,0.0564805066872045,0.128364250755289,0.0,0.017057168065042018,0.15187215137881077,0.03203142279706425,0.05029488405399711,0.0,0.0,0.02008453980084069,0.028749479892130905
Mesothelia,0.00023246206592074544,0.016114057381598577,0.0,0.0,0.10211666511036395,0.07504324991636738,0.0,0.032292031171289336,0.03452084763147519,0.0,0.34559390713421273,0.0,0.0,0.0,0.01586208333500439,0.004701088111623781,0.18899045200268358,0.03531805166333101,0.1492151044761293
Macrophage_intermediate,0.09256116083509915,0.03580169658661493,0.021150502841891298,0.008254904907636333,0.11125389497369839,0.07229387874462534,0.00894146910182359,0.08959622792893299,0.0,0.020888670793503785,0.17917379015941967,0.0,0.024817148985752185,0.003792926646710219,0.04691761334753936,0.0025012802751437206,0.13524121903472622,0.060273427657437637,0.08654018717944503
Monocyte_CD14,0.207706212227021,0.016269219013245545,0.003229477043312715,0.0,0.23555288795132273,0.0,0.005447654929784216,0.0,0.0,0.015699183066990363,0.26434018924406366,0.0,0.016485106721271098,0.0054871581759413585,0.022229420207911996,0.0,0.13738881765370725,0.07016467376542804,0.0
Monocyte_CD16,0.1351206599369896,0.022856396639425895,0.017638158396312623,0.013431613105125055,0.19135666573269036,0.03666943026264484,0.01613302904068017,0.033789246803487404,0.0,0.021008884501181834,0.2063206764190856,0.0,0.024255402308656266,0.008272520408373575,0.033122823661911355,0.007176533026925823,0.12441324616578874,0.06702034760735592,0.04141436598336512
Muscle_airway,0.0026570671767526264,0.14362921626866684,0.0003821196143143508,0.0,0.0,0.0008474873533320783,0.0025893016306859384,0.0,0.0,0.8432241004032531,0.0,0.0011983110847290728,0.005472396468265973,0.0,0.0,0.0,0.0,0.0,0.0
Muscle_pericyte_airway,0.002300404704401697,0.03409028114110446,0.0,0.0,0.24461657840284792,0.030104337927444286,0.0,0.0,0.0,0.008301174216472584,0.2123229467136162,0.0,0.001806847486515372,0.0,0.013343426673345975,0.0,0.16790437353131438,0.2852096292029372,0.0
Muscle_pericyte_parenchyma,0.5546428259613918,0.05222377306830014,0.0,0.0,0.031819950311292165,0.06928463888611945,0.0,0.05932011545445794,0.01310125943476836,0.06589220970025934,0.0,0.0,0.0017553368701121411,0.02113156000858029,0.025445159153843912,0.004315205962261959,0.02405954460613569,0.021060424070032224,0.055947996512444594
Muscle_perivascular_immune_recruiting,0.03536593756303913,0.05062443342596694,0.0,0.0,0.17391364893277403,0.09287981253659329,0.0,0.0902742121196866,0.009331921203512365,0.0359930072270166,0.1357954494231379,0.0,0.001241982207405516,0.030205229044048446,0.0314617952628732,0.0,0.0988768828168928,0.13849662941708404,0.0755390588199692
Muscle_smooth_pulmonary,0.0,0.5221785702213022,0.0,0.0,0.034976407171586815,0.0,0.0,0.0,0.0,0.43273818147278414,0.0,0.0,0.0,0.0,0.010106841134327017,0.0,0.0,0.0,0.0
Muscle_smooth_syst_arterial,0.0028979039156664635,0.6619429435828198,0.0,0.0,0.0,0.026077023973120336,0.0019532212583421495,0.011162363414261429,0.0005128715403459539,0.23130503804811908,0.0,0.001273059661942856,0.0036021450299682034,0.04500355801014493,0.0,0.0,0.002677395429677774,0.0,0.011592476135590992
Myoepithelial,0.015571775736847789,0.0141255778262023,0.0,0.0,0.0,0.36412713366063504,0.0,0.04680598285950736,0.28470528659681166,0.039248728890725455,0.0,0.0011830638056893408,0.03620707131962724,0.008566750117399243,0.023132433728977376,0.0,0.0,0.0,0.16632619545757726
NAF_endoneurial,0.030690793475569217,0.07495660702738155,0.0,0.0,0.0,0.03763674575318938,0.006204924627044164,0.010458064967851748,0.0,0.1678138182219951,0.0,0.015718024513747403,0.02048954016801731,0.030075611917164163,0.5436628530287739,0.0,0.025738955196451467,0.018987695317876797,0.017566365784937903
NAF_perineurial,0.05377950933102291,0.09755705768176509,0.0,0.0,0.0,0.0,0.0030986969488381844,0.0,0.0,0.18656460724550553,0.0,0.010112169264926332,0.013332252576227593,0.05813452785172796,0.48653484626098,0.0,0.03567241077650438,0.055213922062502196,0.0
NK_CD16hi,0.15316453490790471,0.040260739895987364,0.053833732676227736,0.0464843475747057,0.027591052242378688,0.10463642978113194,0.07144060893098686,0.11561175017902327,0.023609171868571192,0.06437362506551314,0.0,0.0,0.05359065980099599,0.017167612969274666,0.03553763947132645,0.0,0.043593638037071746,0.03860776453747857,0.11049669206142183
NKT,0.18030620039302278,0.041870868414251805,0.020619344250903816,0.00649372613337343,0.1385661714817431,0.06708576609084187,0.021615834641008195,0.06215805953447531,0.0,0.05387959993812263,0.09396052338399047,0.0,0.026875224461011968,0.011134403494063898,0.032449095630471575,0.0,0.10144386701930387,0.07029617272259953,0.07124514241081584
NK_CD11d,0.11756341218168143,0.0293336469067637,0.08516815903638507,0.0867598057919053,0.012581205576257424,0.09964045708628963,0.11605627929320016,0.10357133913924539,0.035626626114824846,0.04854718410773567,0.0,0.0006405946886301389,0.06954592186579556,0.012199509107533198,0.028620760907456445,0.0,0.028617455200629752,0.029190052822932834,0.09633759017273345
NK_CD56bright,0.11680948379493265,0.025556598898392874,0.12931212580101262,0.12821536595104227,0.0055781290233513445,0.06057319310556403,0.16679708017560163,0.04994512338576778,0.035618718763507286,0.039318031665268406,0.0,0.0032445427427574953,0.09986820224814663,0.010681539808260655,0.027887266727646486,0.0,0.021768905537365654,0.02825917353732232,0.05056651883405965
Neuroendocrine,0.05768846807008797,0.04170864639630601,0.025098124086718247,0.06584638533683887,0.0,0.17988936577596162,0.029833519290070408,0.06772774049632833,0.1073602203152328,0.13908431047041436,0.0,0.009250370318009208,0.07694515493740586,0.023810174862958357,0.07889045807066829,0.0,0.0,0.006849112103313513,0.09001794946968622
SMG_Basal,0.0958973402008198,0.01776687155133967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0611136273256008,0.0,0.017108789939050746,0.38730222989056956,0.012824143364505108,0.040156289289890956,0.0,0.0,0.0011195330295143734,0.366711175408709
SMG_Duct,0.0,0.0023897082179254892,0.0,0.0,0.0,0.15562990701169374,0.0,0.11783706534451988,0.003074808065323811,0.0014408896576496523,0.0018221404190746763,0.0008321614777721606,0.0,0.0,0.0,0.0,0.004734990562415201,0.0,0.7122383292436254
SMG_Mucous,0.0,0.0,0.0028534456226167047,0.040988365217226604,0.0,0.035076369801344695,0.02426523081550568,0.036089932902494466,0.8149107011415176,0.0,0.009814571476834183,0.0,0.0030151827455267323,0.0,0.0,0.00014753191422008641,0.0007294477411886795,0.0,0.03210922062152476
SMG_Serous,0.000816949294758247,0.00031038456568245344,0.0,1.5434012036563537e-05,0.0,0.8942460858978762,0.0002221009392341414,0.06754432629620019,0.0,0.0,0.005940694153061246,0.0,0.0,0.0,0.0,0.0004810442109542911,0.0030083992682092132,0.0,0.027414581361987257
Schwann_Myelinating,0.03537810749596396,0.017762192431417644,0.0,0.0,0.0,0.16586305356013964,0.0,0.0881803358729645,0.10953697090008023,0.05107942143270543,0.0,0.004443792997578107,0.0,0.013319856650126916,0.4614774346415543,0.0,0.0,0.0,0.052958834017469286
Schwann_nonmyelinating,0.0,0.02382472664387357,0.0,0.0,0.021499144080616067,0.002949540218173742,0.0,0.0,0.0,0.047829951209827054,0.029862856487780358,0.0,0.0,0.004191822425616632,0.8674060684451609,0.002435890488951538,0.0,0.0,0.0
Secretory_Club,0.056242104602810476,0.0361363548206657,0.03337639124544711,0.10362227191633014,0.0,0.08664502762917405,0.1204489960845981,0.003331698231212497,0.0016446767262908839,0.1339027009595444,0.0,0.029147832684963126,0.22228462848469813,0.0072274901005494755,0.04770188827702612,0.0,0.0,0.02353806800222557,0.09474987023446396
Secretory_Goblet,0.0,0.0,0.004735503420877688,0.8556465409672055,0.0,0.0,0.11039389175537852,0.0017038396688810198,0.001867124314608773,0.0,0.0030965230538493494,0.0,0.0,0.0,0.0,0.01830995041953438,0.0007165854657779407,0.0,0.003530040933886795
Suprabasal,0.0008738387222581209,0.0007021327021138569,0.8190830492304219,0.08447379071068414,0.0,0.0,0.03625888981005831,0.0,0.0,0.002326374805290152,0.0,0.00016119158765880758,0.012350616604252882,0.0,0.0007222740267482626,0.04230943748204481,0.0,0.0007384043184689228,0.0
T_reg,0.16727496530987027,0.05504515898390834,0.08412481852048587,0.06477096717504102,0.05003589438975722,0.0510481119901512,0.0974252936836018,0.040222554025753185,0.004292063971559524,0.0856112123294191,0.0,0.0018119343508574291,0.07025467477020027,0.018086136008618414,0.042031451416093525,0.0,0.06329757759682343,0.054997511007865464,0.049669674469993985
gdT,0.15477510456263263,0.06091611806284021,0.042082375325262114,0.02685726693321677,0.07143554741350847,0.08028504117601724,0.04993563742366439,0.0759653549421206,0.002048681404568939,0.09104756891264353,0.01217876078078749,0.0,0.049050462929959106,0.01996379794054105,0.041772779501231996,0.0,0.07784272058537424,0.06177809897576712,0.08206468312986395
